7.3271 6.7347 8.2786 10.1552 12.8331 11.1506 5.6603 5.806 20.0 20.0 5.1788 2.673 4.2175 5.4234 1.3414 6.3251 -34.0
7.3268 6.7345 8.2784 10.155 12.8329 11.1504 5.6601 5.8058 20.0 20.0 5.1787 2.6729 4.2174 5.4232 1.3412 6.3249 -34.0
7.3268 6.7345 8.2784 10.155 12.8329 11.1504 5.6601 5.8058 20.0 20.0 5.1787 2.6729 4.2174 5.4232 1.3412 6.3249 -34.0
7.3228 6.7307 8.275 10.1518 12.8302 11.1482 5.6581 5.8045 20.0 20.0 5.1752 2.6691 4.2134 5.4191 1.337 6.3207 -33.5
7.3228 6.7307 8.275 10.1518 12.8302 11.1482 5.6581 5.8045 20.0 20.0 5.1752 2.6691 4.2134 5.4191 1.337 6.3207 -33.5
7.3154 6.7236 8.6994 8.2686 12.825 11.144 5.6545 5.8022 20.0 20.0 5.1687 2.6621 4.2061 5.4114 1.3291 6.3128 -33.0
7.3154 6.7236 8.6994 8.2686 12.825 11.144 5.6545 5.8022 20.0 20.0 5.1687 2.6621 4.2061 5.4114 1.3291 6.3128 -33.0
7.3037 6.7125 8.6887 8.2588 12.8171 11.1377 5.649 5.7987 20.0 20.0 5.1584 2.6511 4.1945 5.3993 1.3168 6.3004 -32.0
7.3037 6.7125 8.6887 8.2588 12.8171 11.1377 5.649 5.7987 20.0 20.0 5.1584 2.6511 4.1945 5.3993 1.3168 6.3004 -32.0
20.0 6.6973 8.6742 8.2453 13.0099 12.1445 5.6416 7.7512 5.7941 20.0 5.1439 2.6355 4.1783 5.3823 4.6465 1.2996 -30.5
20.0 6.6973 8.6742 8.2453 13.0099 12.1445 5.6416 7.7512 5.7941 20.0 5.1439 2.6355 4.1783 5.3823 4.6465 1.2996 -30.5
5.4784 7.2696 6.6802 8.2302 10.1098 12.7943 7.6295 5.6336 20.0 3.237 5.1274 2.6179 4.1599 5.3631 20.0 1.2801 -29.0
5.4664 7.2582 6.6694 8.2208 10.101 12.7869 11.1139 5.6287 7.7416 3.228 20.0 5.1168 2.6067 20.0 5.3508 1.2678 -28.0
5.4664 7.2582 6.6694 8.2208 10.101 12.7869 11.1139 5.6287 7.7416 3.228 20.0 5.1168 2.6067 20.0 5.3508 1.2678 -28.0
5.4378 7.2311 6.644 8.6233 8.1985 12.7695 11.1003 5.6173 9.7057 3.2063 20.0 5.0915 2.5798 4.12 5.3216 1.2385 -25.5
5.4378 7.2311 6.644 8.6233 8.1985 12.7695 11.1003 5.6173 9.7057 3.2063 20.0 5.0915 2.5798 4.12 5.3216 1.2385 -25.5
5.4077 20.0 6.6174 8.5981 8.1754 12.1168 12.0988 5.606 20.0 20.0 3.1832 5.0645 2.5511 4.0902 5.2907 4.5537 -23.5
5.4077 20.0 6.6174 8.5981 8.1754 12.1168 12.0988 5.606 20.0 20.0 3.1832 5.0645 2.5511 4.0902 5.2907 4.5537 -23.5
6.1523 5.3697 7.1672 6.5841 8.1466 10.0321 12.7295 9.5828 5.5926 1.1075 3.1534 5.0298 2.5145 4.052 5.2512 20.0 -33.5
6.1523 5.3697 7.1672 6.5841 8.1466 10.0321 12.7295 9.5828 5.5926 1.1075 3.1534 5.0298 2.5145 4.052 5.2512 20.0 -33.5
6.1168 5.3354 7.1356 6.555 8.5392 8.1222 12.7116 11.0575 20.0 1.081 3.124 20.0 4.9964 2.4796 4.0159 5.2144 -31.0
6.1168 5.3354 7.1356 6.555 8.5392 8.1222 12.7116 11.0575 20.0 1.081 3.124 20.0 4.9964 2.4796 4.0159 5.2144 -31.0
1.1125 5.3171 20.0 6.5399 8.5252 8.1099 12.8949 12.0605 11.0521 1.0657 3.107 20.0 4.9773 2.4598 3.9957 5.194 -29.5
1.068 6.054 5.2755 7.0812 6.5056 8.0818 9.9734 12.6837 20.0 20.0 1.0316 3.0687 4.9342 2.4152 3.9499 20.0 -26.5
1.068 6.054 5.2755 7.0812 6.5056 8.0818 9.9734 12.6837 20.0 20.0 1.0316 3.0687 4.9342 2.4152 3.9499 20.0 -26.5
4.3638 1.0209 5.2313 20.0 7.0411 6.4693 8.0521 12.0061 12.6632 20.0 0.9965 3.0282 20.0 4.8884 2.3677 3.9012 -24.0
4.3638 1.0209 5.2313 20.0 7.0411 6.4693 8.0521 12.0061 12.6632 20.0 0.9965 3.0282 20.0 4.8884 2.3677 3.9012 -24.0
20.0 0.9694 5.9569 5.1829 6.9973 6.4297 8.0199 9.9175 20.0 20.0 0.9593 20.0 2.9839 4.838 2.3157 3.8476 -21.0
20.0 0.9694 5.9569 5.1829 6.9973 6.4297 8.0199 9.9175 20.0 20.0 0.9593 20.0 2.9839 4.838 2.3157 3.8476 -21.0
4.9901 4.2577 0.918 5.1344 20.0 6.39 8.3856 7.9876 20.0 20.0 0.9238 20.0 2.94 20.0 2.2636 20.0 -18.5
4.9901 4.2577 0.918 5.1344 20.0 6.39 8.3856 7.9876 20.0 20.0 0.9238 20.0 2.94 20.0 2.2636 20.0 -18.5
4.962 4.2303 0.8915 5.1094 20.0 6.9308 6.3697 7.9711 9.8736 20.0 0.906 20.0 2.9172 20.0 4.7617 2.2366 -17.5
4.9294 20.0 4.1984 0.861 5.0804 6.9046 6.3461 7.952 9.8563 20.0 0.8862 20.0 2.8911 20.0 4.7315 2.2054 -16.5
4.8983 20.0 4.1679 0.8319 5.0527 6.8795 6.3235 7.9337 20.0 20.0 0.8681 20.0 2.8663 20.0 4.7028 2.1757 -16.0
20.0 4.867 4.1374 0.8029 5.0249 6.8544 6.301 8.3027 7.9155 20.0 0.8504 20.0 2.8414 20.0 4.6739 2.1458 -15.0
20.0 4.867 4.1374 0.8029 5.0249 6.8544 6.301 8.3027 7.9155 20.0 0.8504 20.0 2.8414 20.0 4.6739 2.1458 -15.0
20.0 4.8379 4.109 0.7761 4.9993 6.8313 6.2803 8.2835 10.1207 20.0 0.8345 20.0 2.8182 20.0 4.6469 2.118 -14.5
3.5804 4.7767 20.0 4.052 0.7253 4.9516 6.7909 6.2465 20.0 20.0 0.7915 20.0 20.0 2.7608 20.0 4.5845 -12.5
3.5549 4.7521 20.0 4.0293 0.7057 4.9328 6.7752 6.2335 20.0 20.0 0.7743 20.0 20.0 2.7373 20.0 4.5591 -11.5
3.5267 4.7249 20.0 4.0042 5.6673 0.6845 6.7578 6.2192 8.2291 20.0 0.756 20.0 20.0 2.7115 20.0 4.531 -11.0
3.5267 4.7249 20.0 4.0042 5.6673 0.6845 6.7578 6.2192 8.2291 20.0 0.756 20.0 20.0 2.7115 20.0 4.531 -11.0
3.4661 20.0 4.6666 3.9506 5.6186 0.6412 6.7213 6.1893 20.0 0.7181 20.0 20.0 20.0 2.6558 20.0 4.4706 -9.0
3.4661 20.0 4.6666 3.9506 5.6186 0.6412 6.7213 6.1893 20.0 0.7181 20.0 20.0 20.0 2.6558 20.0 4.4706 -9.0
3.4016 20.0 4.6048 3.8942 20.0 4.8228 0.5993 6.6836 6.159 20.0 20.0 20.0 20.0 2.596 20.0 4.4058 20.0
3.4016 20.0 4.6048 3.8942 20.0 4.8228 0.5993 6.6836 6.159 20.0 20.0 20.0 20.0 2.596 20.0 4.4058 20.0
3.3443 20.0 4.5486 3.8415 5.5184 4.778 20.0 0.5603 6.1262 20.0 20.0 20.0 20.0 2.5473 20.0 4.3505 21.5
3.3443 20.0 4.5486 3.8415 5.5184 4.778 20.0 0.5603 6.1262 20.0 20.0 20.0 20.0 2.5473 20.0 4.3505 21.5
3.29 4.4929 20.0 3.7867 5.4657 4.7281 6.5994 0.5174 8.1074 20.0 20.0 20.0 2.5079 20.0 20.0 4.301 19.5
3.29 4.4929 20.0 3.7867 5.4657 4.7281 6.5994 0.5174 8.1074 20.0 20.0 20.0 2.5079 20.0 20.0 4.301 19.5
20.0 4.4384 20.0 3.7324 5.4128 4.6777 6.5528 0.4756 20.0 20.0 20.0 20.0 2.4725 20.0 4.2544 1.7186 19.0
20.0 4.4384 20.0 3.7324 5.4128 4.6777 6.5528 0.4756 20.0 20.0 20.0 20.0 2.4725 20.0 4.2544 1.7186 19.0
20.0 4.3845 3.6782 5.3598 20.0 4.6267 6.5054 0.4353 9.8953 20.0 20.0 20.0 2.4399 20.0 4.2095 1.6717 18.0
20.0 4.3573 3.6506 5.3327 4.6006 6.4809 20.0 0.4155 9.8752 20.0 20.0 2.4245 20.0 20.0 1.6486 20.0 18.0
20.0 4.3573 3.6506 5.3327 4.6006 6.4809 20.0 0.4155 9.8752 20.0 20.0 2.4245 20.0 20.0 1.6486 20.0 18.0
4.295 20.0 3.587 5.2698 4.5398 6.4238 5.9248 7.9535 7.6221 20.0 20.0 2.3914 20.0 20.0 1.5969 20.0 -34.5
4.2625 20.0 3.5535 5.2366 4.5074 6.3931 5.8964 7.5972 13.1726 20.0 2.3756 20.0 20.0 4.1129 1.5708 3.0721 -37.0
4.2625 20.0 3.5535 5.2366 4.5074 6.3931 5.8964 7.5972 13.1726 20.0 2.3756 20.0 20.0 4.1129 1.5708 3.0721 -37.0
4.2625 20.0 3.5535 5.2366 4.5074 6.3931 5.8964 7.5972 13.1726 20.0 2.3756 20.0 20.0 4.1129 1.5708 3.0721 -37.0
20.0 4.189 20.0 3.4851 5.1734 4.4506 6.3445 5.8563 7.8893 20.0 20.0 2.3163 20.0 20.0 4.0412 1.4985 -30.0
20.0 4.189 20.0 3.4851 5.1734 4.4506 6.3445 5.8563 7.8893 20.0 20.0 2.3163 20.0 20.0 4.0412 1.4985 -30.0
2.9589 4.151 20.0 3.4495 5.1404 4.4208 20.0 6.3187 5.8349 20.0 20.0 20.0 2.2871 20.0 20.0 1.4618 -27.0
2.9589 4.151 20.0 3.4495 5.1404 4.4208 20.0 6.3187 5.8349 20.0 20.0 20.0 2.2871 20.0 20.0 1.4618 -27.0
2.9141 20.0 4.1065 20.0 3.4077 5.1015 4.3856 6.2881 20.0 20.0 20.0 20.0 2.2537 20.0 20.0 1.4193 -24.0
2.9141 20.0 4.1065 20.0 3.4077 5.1015 4.3856 6.2881 20.0 20.0 20.0 20.0 2.2537 20.0 20.0 1.4193 -24.0
20.0 2.8715 4.0642 20.0 3.368 5.0644 20.0 4.3521 6.259 20.0 20.0 20.0 2.2228 20.0 20.0 20.0 -22.0
20.0 2.8715 4.0642 20.0 3.368 5.0644 20.0 4.3521 6.259 20.0 20.0 20.0 2.2228 20.0 20.0 20.0 -22.0
20.0 2.8238 20.0 4.0171 20.0 3.3241 5.0237 4.3157 20.0 20.0 20.0 20.0 20.0 2.1875 20.0 20.0 -19.0
20.0 2.8238 20.0 4.0171 20.0 3.3241 5.0237 4.3157 20.0 20.0 20.0 20.0 20.0 2.1875 20.0 20.0 -19.0
20.0 2.7974 20.0 3.9911 20.0 3.2999 5.0014 4.2957 20.0 20.0 20.0 20.0 20.0 2.1683 20.0 20.0 -18.0
20.0 2.773 20.0 3.9669 20.0 3.2775 4.9806 4.2772 20.0 20.0 20.0 20.0 20.0 2.1507 20.0 20.0 -17.5
20.0 20.0 2.7508 3.9451 20.0 3.2573 4.9619 20.0 4.2606 20.0 20.0 20.0 20.0 2.1346 20.0 20.0 -16.5
1.245 20.0 2.7294 20.0 3.924 3.238 20.0 4.9441 4.2449 20.0 20.0 20.0 20.0 2.1188 20.0 20.0 -15.5
1.245 20.0 2.7294 20.0 3.924 3.238 20.0 4.9441 4.2449 20.0 20.0 20.0 20.0 2.1188 20.0 20.0 -15.5
1.1877 20.0 2.6762 20.0 3.8775 20.0 3.2015 4.9144 20.0 20.0 20.0 20.0 20.0 20.0 2.0639 20.0 -13.5
1.1877 20.0 2.6762 20.0 3.8775 20.0 3.2015 4.9144 20.0 20.0 20.0 20.0 20.0 20.0 2.0639 20.0 -13.5
1.1588 20.0 2.6494 20.0 3.8542 20.0 3.1835 4.8999 20.0 20.0 20.0 20.0 20.0 20.0 2.036 20.0 -12.0
1.1019 20.0 20.0 2.5973 20.0 3.8094 3.1497 4.8728 20.0 20.0 20.0 20.0 20.0 20.0 1.9806 20.0 -10.5
